Organisaatio,Y-tunnus,Myöntämisvuosi,Avustus €,Laina €,EAKR-rahoitus €,Tutkimusrahoitus €,Yhteensä €
Voimala 1889 Oy,2880178-2,2020,10 000,0,0,0,10 000
Voimalaite Service Oy,1819041-2,2022,9 738,0,0,0,9 738
Voimaporkkana Oy,2570746-7,2015,15 000,0,0,0,15 000
VoimaRakennus Oy,3168025-6,2024,4 500,0,0,0,4 500
Voimatassu Oy,2507696-8,2023,6 000,0,0,0,6 000
Voimatel Oy,1703917-1,2020,100 000,0,0,0,100 000
Voimatiimi Oy,2673937-2,2020,10 000,0,0,0,10 000
Voimatiimi Oy,2673937-2,2021,4 960,0,0,0,4 960
Voimatuote Oy,3186497-9,2021,4 960,0,0,0,4 960
Voimatuote Oy,3186497-9,2024,4 500,0,0,0,4 500
Voimavarakeskus Tempo Oy,2705096-4,2022,5 000,0,0,0,5 000
Voimavarasi Oy,3154606-5,2020,4 960,0,0,0,4 960
Voimavaratila Toiska Oy,1085624-0,2020,88 200,0,0,0,88 200
Voimavaravalmennus Vaisto Oy,2346832-7,2020,10 000,0,0,0,10 000
Voimistelusali Porvoo Oy,2986691-6,2020,13 360,0,0,0,13 360
Voimisto Oy,2684981-1,2019,6 200,0,0,0,6 200
Voimisto Oy,2684981-1,2020,10 000,0,0,0,10 000
Voiteluosa Oy,2495298-9,2022,5 000,0,0,0,5 000
Voitto Group Oy,2879090-5,2023,6 000,0,0,0,6 000
Voitto Suosaari Oy,1074068-6,2019,2 672,0,0,0,2 672
Voittolinja Oy,1500730-1,2020,15 000,0,0,0,15 000
Voiveljet Oy,2186080-0,2020,100 000,0,0,0,100 000
Voizy Oy,3021036-7,2019,6 200,0,0,0,6 200
Vojo Wellbeing Oy,2395733-1,2012,50 000,0,0,0,50 000
Volalla Oy,2292415-9,2020,4 960,0,0,0,4 960
Volando Oy,3207587-5,2024,4 500,0,0,0,4 500
Volando Oy,3207587-5,2025,60 000,0,0,0,60 000
Volar Plastic Oy,0929535-1,2011,22 400,0,0,0,22 400
Volar Plastic Oy,0929535-1,2020,100 000,0,0,0,100 000
Volar Plastic Oy,0929535-1,2023,33 490,0,0,0,33 490
Volare Oy,3200110-4,2021,531 168,0,0,0,531 168
Volare Oy,3200110-4,2022,0,248 250,0,0,248 250
Volare Oy,3200110-4,2025,0,1 921 976,0,0,1 921 976
Volat Oy,3096641-2,2020,10 000,0,0,0,10 000
Volat Oy,3096641-2,2021,4 960,0,0,0,4 960
Volatec Oy,0943978-1,2011,75 000,0,0,0,75 000
Volatec Oy,0943978-1,2016,98 800,0,0,0,98 800
Volatec Oy,0943978-1,2024,175 000,0,0,0,175 000
Volawer Oy,2296393-2,2011,28 500,0,0,0,28 500
Volmake Oy,2989955-8,2020,48 500,0,0,0,48 500
Voltaire Trading Oy,3304719-8,2023,6 000,0,0,0,6 000
VoltaireSun Oy Ltd,2766936-1,2016,50 000,0,0,0,50 000
Voltake Oy,2678033-2,2016,6 200,0,0,0,6 200
Voltan Lähienergia Oy,3156775-5,2021,54 960,0,0,0,54 960
Volter Oy,1106143-1,2011,117 000,0,0,0,117 000
Volter Oy,1106143-1,2014,73 200,368 700,0,0,441 900
Volter Oy,1106143-1,2018,55 448,0,0,0,55 448
Volter Oy,1106143-1,2020,75 120,0,0,0,75 120
Voltigo OY,2156839-1,2019,6 200,0,0,0,6 200
Voltio Oy,2694664-6,2015,0,136 500,0,0,136 500
Voltio Oy,2694664-6,2017,50 000,0,0,0,50 000
Voltio Oy,2694664-6,2019,250 000,0,0,0,250 000
Voltio Oy,2694664-6,2020,349 900,0,0,0,349 900
Volttimedia Oy,2691352-9,2017,6 200,0,0,0,6 200
Volttimedia Oy,2691352-9,2020,54 000,0,0,0,54 000
Volue Oy,3345994-2,2024,392 600,0,0,0,392 600
Volue Oy,3345994-2,2025,126 740,0,0,0,126 740
Volument Oy,2421678-9,2020,0,100 550,0,0,100 550
Volument Oy,2421678-9,2022,50 000,221 340,0,0,271 340
Von Elk Company Oy,2540309-2,2018,6 200,0,0,0,6 200
Von Muziris Oy,3208855-3,2022,50 000,0,0,0,50 000
Von Veijarit Oy,3000733-4,2020,92 100,0,0,0,92 100
Voneax Oy,2665094-1,2018,6 200,0,0,0,6 200
Voodoo Lily Oy,3018373-3,2020,10 000,0,0,0,10 000
Voodoo Lily Oy,3018373-3,2021,50 000,0,0,0,50 000
Voodoo Lily Oy,3018373-3,2024,4 500,0,0,0,4 500
Vormisto Yhtiöt Oy,2473427-9,2021,25 580,0,0,0,25 580
Vormu Oy,2080020-8,2016,6 200,0,0,0,6 200
Vormu Oy,2080020-8,2020,28 132,0,0,0,28 132
Vorna ID Oy,2954813-3,2019,6 200,0,0,0,6 200
Vorssan Kellari Oy,2429298-4,2020,10 000,0,0,0,10 000
VOS-RAK Oy,2911391-4,2020,4 960,0,0,0,4 960
Vossi Group Oy,0910142-2,2014,96 700,0,0,0,96 700
Vossi Group Oy,0910142-2,2020,100 000,0,0,0,100 000
Votech Oy,3186554-1,2022,10 000,143 600,0,0,153 600
Votsop Oy,2344997-8,2020,10 000,0,0,0,10 000
Votto Group Oy,3174206-6,2024,4 500,0,0,0,4 500
Voutila Capital Oy,3262307-7,2023,6 000,0,0,0,6 000
Voutilan Autohuolto Oy,2780206-2,2020,56 352,0,0,0,56 352
Vox AI Productions Oy,3241332-8,2022,50 000,0,0,0,50 000
Voxatech Media Oy,2680638-7,2016,99 800,0,0,0,99 800
Voxatech Media Oy,2680638-7,2019,10 000,0,0,0,10 000
Voxelpop Oy,3333149-8,2024,60 000,0,0,0,60 000
Voxtel Finland Oy,1055598-2,2020,10 000,0,0,0,10 000
Voxy Oy,2424605-6,2020,100 000,0,0,0,100 000
Voyantic Oy,1927330-8,2010,100 000,100 000,0,0,200 000
Voyantic Oy,1927330-8,2012,110 000,110 000,0,0,220 000
Voyantic Oy,1927330-8,2014,43 450,0,0,0,43 450
Voyantic Oy,1927330-8,2015,26 180,0,0,0,26 180
Voyantic Oy,1927330-8,2016,30 000,0,0,0,30 000
Voyantic Oy,1927330-8,2020,100 000,500 000,0,0,600 000
Voyaxes Oy,2785363-6,2017,49 400,0,0,0,49 400
VP Business Automation Oy,2364025-4,2023,6 000,0,0,0,6 000
VP Group Oy,2401096-7,2022,50 229,0,0,0,50 229
VP International Oy,3095817-2,2020,10 000,0,0,0,10 000
VP Outdoor Oy,2791131-4,2020,6 274,0,0,0,6 274
VP PURKU OY,2804434-7,2020,94 576,0,0,0,94 576
VP Quality Oy,2998437-3,2020,99 974,0,0,0,99 974
VP-Euroref Oy,1083625-8,2023,6 000,0,0,0,6 000
VP-Huolto Oy,0890345-8,2020,100 000,0,0,0,100 000
VP-Kuljetus Oy,0872637-5,2020,95 040,0,0,0,95 040
VP-Luukut Oy,2474016-9,2021,50 000,0,0,0,50 000
VP-LUX Oy,2368914-6,2022,5 000,0,0,0,5 000
VP-Tekno Oy,1009426-6,2020,4 960,0,0,0,4 960
VPE Group Oy,2734290-8,2020,10 000,0,0,0,10 000
VPFuture Oy,2523874-4,2020,9 350,0,0,0,9 350
VPM Live Oy,3120048-6,2023,6 000,0,0,0,6 000
VPM Ravintolat Oy,3157494-7,2023,6 000,0,0,0,6 000
VPM-GROUP OY,2855666-8,2020,86 520,0,0,0,86 520
VPS Henkilöstöpalvelu Oy,0680041-2,2023,6 000,0,0,0,6 000
VR Heaven Oy,2864666-3,2018,6 200,0,0,0,6 200
VR Track Oy,1007822-3,2010,622 775,0,0,0,622 775
VR Track Oy,1007822-3,2012,83 314,0,0,0,83 314
VR Track Oy,1007822-3,2013,56 723,0,0,0,56 723
VR-Yhtymä Oy,1003521-5,2015,100 000,0,0,0,100 000
VR-Yhtymä Oy,1003521-5,2017,76 400,0,0,0,76 400
VR-Yhtymä Oy,1003521-5,2019,248 000,0,0,0,248 000
VR-Yhtymä Oy,1003521-5,2020,108 648,0,0,0,108 648
VR-Yhtymä Oyj,1003521-5,2023,0,0,0,0,0
VR4Healthcare Oy,2957564-1,2019,6 200,0,0,0,6 200
Vreal oy,3010848-5,2019,6 200,0,0,0,6 200
Vreal oy,3010848-5,2020,60 000,0,0,0,60 000
VRETA Simulation Ab,2770224-8,2019,6 200,0,0,0,6 200
Vrethink Oy,2771246-2,2017,50 000,0,0,0,50 000
Vrethink Oy,2771246-2,2020,32 000,0,0,0,32 000
VRJ Etelä-Suomi Oy,0982610-8,2020,54 000,0,0,0,54 000
VRJ Group Oy,0401590-4,2011,74 000,0,0,0,74 000
VRN Technologies Oy,2308348-6,2018,6 200,0,0,0,6 200
VRNS Development Oy,2657705-1,2023,6 000,0,0,0,6 000
VRP Etelä-Suomi Oy,2691176-9,2020,42 000,0,0,0,42 000
VRT Finland Oy,2343968-1,2011,0,147 000,0,0,147 000
VRT Finland Oy,2343968-1,2013,45 000,0,0,0,45 000
VRT Finland Oy,2343968-1,2014,248 000,0,0,0,248 000
VRT Finland Oy,2343968-1,2015,352 000,0,0,0,352 000
VRT Finland Oy,2343968-1,2016,0,244 000,0,0,244 000
VRT Finland Oy,2343968-1,2017,398 000,400 000,0,0,798 000
VRT Finland Oy,2343968-1,2020,110 000,0,0,0,110 000
VRT Finland Oy,2343968-1,2021,0,1 000 000,0,0,1 000 000
VRTrauma Oy,3112413-7,2020,4 960,0,0,0,4 960
VRU-Yhtiöt Oy,1057521-1,2021,2 470,0,0,0,2 470
VRX Kunnossapito Oy,1849477-4,2020,100 000,0,0,0,100 000
Vs Fix Ab,2741884-5,2020,10 000,0,0,0,10 000
VS Wood Oy,1088006-4,2016,6 200,0,0,0,6 200
VS-Project Oy,3190481-1,2023,6 000,0,0,0,6 000
Vsk Koralli Oy,3459354-5,2024,4 500,0,0,0,4 500
VSR Sports Oy,2555329-3,2020,10 000,0,0,0,10 000
VSU maisema-arkkitehdit Oy,1480434-1,2020,33 000,0,0,0,33 000
VSV-Energia Oy,0954447-7,2017,14 625,0,0,0,14 625
VSV-Energia Oy,0954447-7,2019,8 050,0,0,0,8 050
VSV-Energia Oy,0954447-7,2020,74 790,0,0,0,74 790
VSV-Energia Oy,0954447-7,2021,150 000,0,0,0,150 000
VT & Kumpp. Construction Oy,1947419-3,2023,6 000,0,0,0,6 000
VT Elementtiasennus Oy,2903568-8,2020,33 280,0,0,0,33 280
VT-Services Finland Oy,2188187-1,2020,9 192,0,0,0,9 192
VT-Tekniikka Oy,0979443-3,2020,9 900,0,0,0,9 900
VTE-Rakennus Oy,2784201-3,2023,6 000,0,0,0,6 000
VTK-Palvelut Ky,0928558-3,2017,6 200,0,0,0,6 200
VTM-Life Oy,3086471-5,2020,10 000,0,0,0,10 000
VTP Group Oy,2102602-3,2020,10 000,0,0,0,10 000
VTP-hienomekaaninen Konepaja Oy,0415248-2,2020,100 000,0,0,0,100 000
VTS Kiinteistöpalvelu Oy,1582726-2,2011,25 000,0,0,0,25 000
VTT Memsfab Oy,2381026-8,2013,56 000,0,0,0,56 000
VTT Memsfab Oy,2381026-8,2014,50 500,0,0,0,50 500
VTT Memsfab Oy,2381026-8,2018,153 000,0,0,0,153 000
VTT SenseWay Oy,3092850-4,2021,0,150 000,0,0,150 000
Vuealta Oy,2740938-3,2020,100 000,0,0,0,100 000
Vulcan Hautalampi Oy,2300988-4,2017,0,556 000,0,0,556 000
Vulcano Oy,1971159-0,2010,31 352,0,0,0,31 352
Vulganus Oy,2041213-3,2011,55 000,0,0,0,55 000
Vulko Automotive Oy,3227693-3,2024,6 000,0,0,0,6 000
Vumos Oy,2199811-3,2017,106 000,0,0,0,106 000
Vumos Oy,2199811-3,2020,96 000,0,0,0,96 000
Vuo AI Oy,3345171-3,2024,0,478 589,0,0,478 589
Vuo Power Oy,2792876-5,2017,29 600,0,0,0,29 600
Vuo Power Oy,2792876-5,2019,6 200,0,0,0,6 200
Vuo Power Oy,2792876-5,2020,76 000,0,0,0,76 000
VuoCar Oy,2972027-1,2020,10 000,0,0,0,10 000
Vuohelan Herkku Oy,2016507-2,2017,6 200,0,0,0,6 200
Vuokatin Katinkulma Oy,1543495-2,2017,6 200,0,0,0,6 200
Vuokatin Katinkulma Oy,1543495-2,2020,89 200,0,0,0,89 200
Vuokatin Seikkailupuisto Oy,2755943-7,2020,10 000,0,0,0,10 000
Vuokatin Vesiurheilukeskus Oy,2622187-2,2020,10 000,0,0,0,10 000
Vuokatinmaa Oy,1933007-7,2020,10 000,0,0,0,10 000
Vuokatinmaa Oy,1933007-7,2022,5 000,0,0,0,5 000
Vuokatti Booking Oy,3385916-1,2024,4 500,0,0,0,4 500
Vuokatti Safaris Oy,1908282-7,2020,110 000,0,0,0,110 000
Vuokatti Sport Resort Oy,1059240-9,2019,187 500,0,0,0,187 500
Vuokatti Superpark Oy,2481737-3,2014,82 325,82 325,0,0,164 650
Vuokko ja Kim Ulander Oy,2557800-1,2020,104 200,0,0,0,104 200
Vuokrakoti ja -kiinteistöt Pöllänen Oy,0631855-4,2017,6 200,0,0,0,6 200
Vuokranet Oy,3192199-6,2022,5 000,0,0,0,5 000
Vuokraus Hyypiä Oy,1594561-3,2020,100 000,0,0,0,100 000
Vuokraus Hyypiä Oy,1594561-3,2022,23 322,0,0,0,23 322
Vuoksen Lautturi Oy,1973447-7,2020,44 240,0,0,0,44 240
Vuoksen Tili- ja Isännöintipalvelu Oy,2565396-4,2020,94 400,0,0,0,94 400
Vuoksi-Pakkaus Oy,0952981-6,2020,2 244,0,0,0,2 244
Vuolasvirta Ky,0686238-1,2020,10 000,0,0,0,10 000
Vuole Oy,2298938-2,2010,79 500,275 000,0,0,354 500
Vuole Oy,2298938-2,2011,50 000,0,0,0,50 000
Vuole Oy,2298938-2,2013,312 500,101 000,0,0,413 500
Vuole Oy (lopetettu),2298938-2,2015,0,0,0,0,0
Vuolearning Oy,2647901-3,2017,49 900,0,0,0,49 900
Vuolearning Oy,2647901-3,2024,40 000,0,0,0,40 000
Vuolle Henkilöstöpalvelu Oy,3324635-7,2023,6 000,0,0,0,6 000
Vuolux Oy,1446936-0,2016,6 200,0,0,0,6 200
Vuomet Oy,1609520-0,2022,5 000,0,0,0,5 000
Vuono Group Oy,3211216-2,2024,4 500,0,0,0,4 500
VUONO OY,2431760-0,2020,10 000,0,0,0,10 000
Vuorela Management Oy,2892732-6,2020,10 000,0,0,0,10 000
Vuorelan Rauta,1572721-0,2022,2 679,0,0,0,2 679
VUORENMAA Yhtiöt Oy,0641060-9,2020,99 000,0,0,0,99 000
Vuorenteko Oy,0125836-1,2020,10 000,0,0,0,10 000
VuoriCatering Oy,2663412-4,2020,10 000,0,0,0,10 000
Vuorisen Konepaja Oy,0498554-8,2021,5 895,0,0,0,5 895
Vuoristo-yhtiöt Oy,2764547-4,2020,110 000,0,0,0,110 000
Vuorjoki Design Oy,3021696-1,2021,4 960,0,0,0,4 960
Vuosaaren Jalkapallohalli Oy,2803839-3,2020,10 000,0,0,0,10 000
Vuosaaren Jalkapallonurmi Oy,2598936-1,2020,10 000,0,0,0,10 000
Vuosaari Golf Oy,1066858-1,2020,10 000,0,0,0,10 000
Vuosaari Golf Oy,1066858-1,2021,5 000,0,0,0,5 000
Vuraco Oy,2792594-3,2020,10 000,0,0,0,10 000
Vuurran Oy,2991043-8,2020,10 000,0,0,0,10 000
VV-Kuivaus Oy,2557296-1,2020,100 000,0,0,0,100 000
VV-Kuivaus Vaasa Oy,2663994-5,2020,80 000,0,0,0,80 000
VV-Sähkö Ky,2056235-0,2020,100 000,0,0,0,100 000
VV-Sähkö Oy,2056235-0,2022,5 000,0,0,0,5 000
VVA Systems Oy,2827619-9,2020,52 960,0,0,0,52 960
VVA-Palvelut Oy,2827619-9,2019,6 200,0,0,0,6 200
VVO Kodit Oy,2336408-5,2010,250 000,0,0,0,250 000
VVR Wood Oy,2596908-8,2020,94 180,0,0,0,94 180
VVS & Värmeteknik Vasa Ab,2806922-9,2023,39 600,0,0,0,39 600
VVS-Sähkö Oy,0551680-7,2020,100 000,0,0,0,100 000
VVV Suunnittelu Oy,3015824-7,2020,10 000,0,0,0,10 000
VW-Putki Oy,2433974-6,2020,30 617,0,0,0,30 617
VXT Research Oy,2810594-7,2019,38 000,0,0,0,38 000
VXT Research Oy,2810594-7,2025,59 400,0,0,0,59 400
Vyner Studios Oy,2830320-6,2017,50 000,0,0,0,50 000
Vyner Studios Oy,2830320-6,2018,0,118 000,0,0,118 000
Vyner Studios Oy,2830320-6,2020,100 000,0,0,0,100 000
Väestöliiton Terapia- ja kotipalvelut Oy,0783843-9,2020,110 000,0,0,0,110 000
Vähiliike Oy,2490815-2,2020,81 200,0,0,0,81 200
Vähämaan Autopalvelu Ky,0778268-2,2020,14 880,0,0,0,14 880
Vähäsarja Oy,0906784-2,2024,8 700,0,0,0,8 700
Väinö Korpinen Oy,2177965-8,2014,0,430 000,0,0,430 000
Väinö Korpinen Oy,2177965-8,2016,46 600,0,0,0,46 600
Väinö Korpinen Oy,2177965-8,2017,10 000,0,0,0,10 000
Väisänen Design Oy,2843586-6,2018,6 200,0,0,0,6 200
Väisänen Design Oy,2843586-6,2020,10 000,0,0,0,10 000
Väkevä Digital Oy,3204281-1,2022,5 000,0,0,0,5 000
Väki Insight Oy,3486952-1,2025,50 250,0,0,0,50 250
Välityspalvelu N & M Oy LKV,1477442-9,2020,10 000,0,0,0,10 000
Välkky HR Oy,3347601-3,2023,6 000,0,0,0,6 000
Vällärin Puusepänliike Oy,1035692-4,2020,97 494,0,0,0,97 494
Väre Oy,2923655-1,2019,77 335,0,0,0,77 335
Väre Oy,2923655-1,2020,123 020,0,0,0,123 020
Väre Oy,2923655-1,2021,132 776,0,0,0,132 776
Väre Oy,2923655-1,2022,105 270,0,0,0,105 270
Väre Oy,2923655-1,2023,136 875,0,0,0,136 875
Väre-Pilkki Purmonen oy,2553185-2,2016,6 200,0,0,0,6 200
Väripirtti Oy,0640941-3,2020,95 000,0,0,0,95 000
Väritukku Oy,0116015-3,2020,66 720,0,0,0,66 720
Väriuitto Oy,0160110-7,2020,28 800,0,0,0,28 800
Värivalkea Oy,1511493-2,2020,10 000,0,0,0,10 000
Värväämö Oy,2684710-3,2020,100 000,0,0,0,100 000
Väylätiimi Oy,2589818-7,2018,6 200,0,0,0,6 200
Väylävirasto,1010547-1,2018,132 435,0,0,0,132 435
Vääksyn Konepiste Oy,0910345-2,2020,100 000,0,0,0,100 000
Vääksyn Konepiste Oy,0910345-2,2023,6 000,0,0,0,6 000
Vääksyn Varaosa ja Tarvike Ky,0598869-5,2020,96 800,0,0,0,96 800
Vääksyn Viherkukka ja Hautauspalvelu Oy,0667976-3,2021,4 640,0,0,0,4 640
Väänäsen Auto Oy,0171076-8,2020,84 900,0,0,0,84 900
Vöner Oy,2826643-3,2023,6 900,0,0,0,6 900
Vöner Oyj,2826643-3,2020,60 000,0,0,0,60 000
Vörlön Vihannes Oy,0890963-0,2020,98 360,0,0,0,98 360
Vörå Stålbygge Ab - Vöyrin Teräsrakenne Oy,0184387-8,2022,6 172,0,0,0,6 172
W & W Optiikka Oy,2303972-5,2020,9 860,0,0,0,9 860
W & W Optiikka Oy,2303972-5,2023,6 000,0,0,0,6 000
W Pop Oy,1568932-2,2020,10 000,0,0,0,10 000
W-Agri Oy,2737681-7,2017,6 200,0,0,0,6 200
W-Cult Oy,2675907-4,2017,6 200,0,0,0,6 200
W-Cult Oy,2675907-4,2018,8 500,0,0,0,8 500
W-M Engineering Oy,2024997-0,2010,0,102 000,0,0,102 000
W-Media & Management Oy,2418930-3,2020,100 000,0,0,0,100 000
W-Rix Oy,2460261-2,2016,10 790,0,0,0,10 790
W-Rix Oy,2460261-2,2018,1 815,0,0,0,1 815
W-Rix Oy,2460261-2,2019,4 590,0,0,0,4 590
W-Rix Oy,2460261-2,2020,100 000,0,0,0,100 000
W-ZUP Communication Oy,2548861-2,2017,6 200,0,0,0,6 200
W-ZUP Communication Oy,2548861-2,2018,50 000,0,0,0,50 000
W-ZUP Communication Oy,2548861-2,2020,10 000,0,0,0,10 000
W&W-Kiinteistöt Oy,2800774-9,2018,8 115,0,0,0,8 115
W2M Industries Oy,2869585-2,2020,10 000,0,0,0,10 000
W2M Industries Oy,2869585-2,2022,94 000,0,0,0,94 000
W2M Industries Oy,2869585-2,2023,40 000,0,0,0,40 000
WA Technologies Oy,0850589-8,2010,54 500,0,0,0,54 500
WA Technologies Oy,0850589-8,2013,0,131 000,0,0,131 000
Waahto Brewery Oy,2028155-9,2020,52 500,0,0,0,52 500
Waasa Kiinteistöt Oy,1600589-3,2019,6 000,0,0,0,6 000
Wackes Ab sivuliike Suomessa,3016870-1,2020,10 000,0,0,0,10 000
Wacky Mind Oy,3138631-3,2021,4 960,0,0,0,4 960
WAEL Jali Oy,0347626-6,2020,4 720,0,0,0,4 720
Waffa Oy,2871477-7,2020,2 927,0,0,0,2 927
Wagi Oy,2950207-1,2020,8 000,0,0,0,8 000
Wahad Oy,0688463-6,2017,5 642,0,0,0,5 642
Wahad Oy,0688463-6,2018,5 225,0,0,0,5 225
Wahlres Oy,2781497-9,2020,100 000,0,0,0,100 000
Wahlsten Kiinteistöt Oy,2724565-7,2022,4 350,0,0,0,4 350
Wahva Nordic Oy,3138292-9,2020,4 960,0,0,0,4 960
Waido Oy,3020075-9,2020,69 520,0,0,0,69 520
Waimea Ohana Oy,2794236-4,2022,5 000,0,0,0,5 000
Waivaton Oy,2769929-6,2018,6 200,0,0,0,6 200
Wakaru Oy,1925869-3,2017,6 200,0,0,0,6 200
Wakaru Oy,1925869-3,2019,50 000,0,0,0,50 000
Wakaru Oy,1925869-3,2020,100 000,0,0,0,100 000
Wake Dynamite Oy,2783456-6,2017,49 000,0,0,0,49 000
Wake Fishing Oy,2010125-5,2020,10 000,0,0,0,10 000
Wakeone Oy,2944155-5,2019,49 700,0,0,0,49 700
Wakeone Oy,2944155-5,2020,10 000,0,0,0,10 000
Wakio Oy,2840085-8,2020,73 600,0,0,0,73 600
Wakka Finanssi Oy,2803889-5,2018,11 200,0,0,0,11 200
"Waldorf's Deli Oy",2605024-1,2020,10 000,0,0,0,10 000
Walkbase Oy,2372271-9,2013,249 700,195 000,0,0,444 700
Walkbase Oy,2372271-9,2015,750 300,579 000,0,0,1 329 300
Walki Oy,1763561-9,2021,300 000,0,0,0,300 000
Walki Oy,1763561-9,2022,3 115 925,0,0,0,3 115 925
Walki Oy,1763561-9,2023,472 000,0,0,0,472 000
Walkia Group Oy,2672406-6,2020,132 600,303 000,0,0,435 600
Wall Robotic Technologies Oy,2907724-7,2018,0,159 000,0,0,159 000
Wallaby Oy,2753897-8,2020,10 000,0,0,0,10 000
Wallac Oy,0937168-4,2015,430 750,0,0,0,430 750
Wallac Oy,0937168-4,2017,175 000,0,0,0,175 000
Wallac Oy,0937168-4,2018,400 000,0,0,0,400 000
Wallac Oy,0937168-4,2021,860 000,0,0,0,860 000
Wallac Oy,0937168-4,2022,2 400 000,0,0,0,2 400 000
Wallac Oy,0937168-4,2024,2 107 200,0,0,0,2 107 200
Wallark Oy,2891294-1,2023,6 000,0,0,0,6 000
Wallas-Marin Oy,1999776-0,2011,148 000,0,0,0,148 000
Wallas-Marin Oy,1999776-0,2016,58 200,0,0,0,58 200
Wallas-Marin Oy,1999776-0,2017,356 800,0,0,0,356 800
Wallas-Marin Oy,1999776-0,2019,50 000,0,0,0,50 000
Wallas-Marin Oy,1999776-0,2020,100 000,0,0,0,100 000
Wallas-Marin Oy,1999776-0,2022,233 300,0,0,0,233 300
Wallas-Marin Oy,1999776-0,2023,4 542,0,0,0,4 542
Wallas-Marin Oy,1999776-0,2024,10 935,0,0,0,10 935
Wallasvaara Engage Oy,2786950-7,2017,49 900,0,0,0,49 900
Wallasvaara Engage Oy,2786950-7,2018,0,264 000,0,0,264 000
Wallasvaara Engage Oy,2786950-7,2020,97 200,0,0,0,97 200
Wallaton Oy,2804290-7,2020,83 230,0,0,0,83 230
Wallenius-Storbacka Invest Ab,2950135-1,2020,4 960,0,0,0,4 960
"Wallis' Entertainment Group Oy",2835579-4,2020,100 000,0,0,0,100 000
Wallius Hitsauskoneet Oy,0204098-9,2010,0,177 000,0,0,177 000
Wallius Hitsauskoneet Oy,3008168-1,2020,99 960,0,0,0,99 960
Wallius Hitsauskoneet Oy,3008168-1,2023,6 000,0,0,0,6 000
Wallz Group Oy,2595141-9,2016,97 300,0,0,0,97 300
Walpella Oy,2360623-2,2014,0,436 000,0,0,436 000
WALSACO Oy,2182334-8,2023,6 000,0,0,0,6 000
Walsec Oy,3195348-8,2023,6 000,0,0,0,6 000
Walt Disney EMEA Productions,-,2018,83 542,0,0,0,83 542
Walt Disney EMEA Productions,-,2019,32 370,0,0,0,32 370
Walttari Oy,2584829-4,2020,10 000,0,0,0,10 000
Walttia Oy,2643821-1,2020,100 000,0,0,0,100 000
Wanderfeel Oy,2740591-3,2016,49 500,163 000,0,0,212 500
Wandering Tail Oy,2693262-3,2018,6 200,0,0,0,6 200
Wanha Fiskari Oy,1041700-2,2020,109 660,0,0,0,109 660
Wanha Hertta Oy,2955788-1,2020,8 000,0,0,0,8 000
Wanha Jaakko Oy,2556351-2,2020,10 000,0,0,0,10 000
Wanha Satama Interactive Oy,2066071-9,2020,109 720,0,0,0,109 720
Wanha Vanilja Oy,2480790-9,2020,10 000,0,0,0,10 000
Wanhakoski Ky,0989287-7,2020,40 000,0,0,0,40 000
Wannado Marketing Oy,3368983-6,2023,6 000,0,0,0,6 000
Wanted Interior Oy,2864856-2,2018,6 200,0,0,0,6 200
Wanted Interior Oy,2864856-2,2020,5 760,0,0,0,5 760
Wapice Oy,1572040-6,2010,66 592,0,0,0,66 592
Wapice Oy,1572040-6,2011,99 648,0,0,0,99 648
Wapice Oy,1572040-6,2012,285 045,0,0,0,285 045
Wapice Oy,1572040-6,2013,252 154,0,0,0,252 154
Wapice Oy,1572040-6,2014,37 064,0,0,0,37 064
Wapice Oy,1572040-6,2015,477 195,0,0,0,477 195
Wapice Oy,1572040-6,2016,99 960,99 450,0,0,199 410
Wapice Oy,1572040-6,2017,302 600,0,0,0,302 600
Wapice Oy,1572040-6,2018,241 300,0,0,0,241 300
Wapice Oy,1572040-6,2019,111 452,0,0,0,111 452
Wapice Oy,1572040-6,2020,211 030,0,0,0,211 030
Wapice Oy,1572040-6,2021,144 000,0,0,0,144 000
Wapice Oy,1572040-6,2022,8 018,0,0,0,8 018
Wapice Oy,1572040-6,2024,218 574,0,0,0,218 574
Wapice Oy,1572040-6,2025,2 503,0,0,0,2 503
Wario Physics Oy,2987200-5,2020,10 000,0,0,0,10 000
Wario Physics Oy,2987200-5,2023,6 000,0,0,0,6 000
Warm Lex Oy,2572481-4,2020,8 400,0,0,0,8 400
Warma-Uunit Oy,2155611-2,2015,99 900,0,0,0,99 900
Warma-Uunit Oy,2155611-2,2020,100 000,0,0,0,100 000
Warma-Uunit Oy,2155611-2,2021,4 960,0,0,0,4 960
Warmia Oy,1816936-5,2020,59 700,0,0,0,59 700
WARNER BROS. ANIMATION INC.,-,2023,592 127,0,0,0,592 127
WARNER BROS. ANIMATION INC.,-,2024,534 091,0,0,0,534 091
Warner Bros. International Television Production Finland Oy,2551458-5,2016,389 000,0,0,0,389 000
Warner Bros. International Television Production Finland Oy,2551458-5,2017,0,0,0,0,0
Warner Bros. International Television Production Finland Oy,2551458-5,2018,501 000,0,0,0,501 000
Warner Bros. International Television Production Finland Oy,2551458-5,2019,441 164,0,0,0,441 164
Warner Bros. International Television Production Finland Oy,2551458-5,2022,50 000,0,0,0,50 000
Warner Bros. International Television Production Finland Oy,2551458-5,2025,138 464,0,0,0,138 464
Warrantify Oy,2256875-6,2011,74 000,0,0,0,74 000
Warrior Coffee Oy Ltd,2627861-7,2020,58 126,0,0,0,58 126
